uid	ec
A0A0F8B4A0	1.1.3.15
M7NB96	1.1.3.15
A0A0E9FU67	1.1.3.15
A0A0E9F1A3	1.1.3.15
A0A1V5WCW7	1.1.3.15
A0A1V6DFJ0	1.1.3.15
A0A1V5YK26	1.1.3.15
A0A1V5PNU2	1.1.3.15
A0A1S9CY77	1.1.3.15
A0A2K8DNH1	1.1.3.15
Q7NZM1	1.1.3.15
K9TUB7	1.1.3.15
A0A239X7S2	1.1.3.15
S0EYS9	1.1.3.15
A0A2U4DJI1	1.1.3.15
A0A2S4RVL1	1.1.3.15
A0A0F6TW70	1.1.3.15
A0A1R0FZB4	1.1.3.15
A0A1V8P005	1.1.3.15
A0A223JV39	1.1.3.15
A0A0P8IBV5	1.1.3.15
A0A2I8SAS6	1.1.3.15
A0A243TIQ9	1.1.3.15
A0A2L0TEV5	1.1.3.15
A0A241Q7V9	1.1.3.15
A0A023V347	1.1.3.15
A0A243U434	1.1.3.15
A0A2I8TPV8	1.1.3.15
A0A1C0PCQ9	1.1.3.15
A0A2S4QHB6	1.1.3.15
A0A220QD17	1.1.3.15
A0A0D7LP69	1.1.3.15
A0A0D7M5D2	1.1.3.15
A0A064DQU7	1.1.3.15
A0A2X2WNZ3	1.1.3.15
A0A078LKD3	1.1.3.15
A8ANL6	1.1.3.15
A0A0A1RXP1	1.1.3.15
A0A0J1LTH4	1.1.3.15
A0A0J1JYH8	1.1.3.15
A0A2N4V7J6	1.1.3.15
A0A1V4NUP2	1.1.3.15
A0A0J1L0T2	1.1.3.15
R8WWJ2	1.1.3.15
A0A0V9JX62	1.1.3.15
A0A205KT19	1.1.3.15
A0A090U7M7	1.1.3.15
A0A291CW82	1.1.3.15
D4BHH7	1.1.3.15
U5RS18	1.1.3.15
A0A174RCK8	1.1.3.15
A0A174RL33	1.1.3.15
A0A174SVD5	1.1.3.15
A0A1S8PF74	1.1.3.15
A0A1S8QKR4	1.1.3.15
A0A1S8PPS0	1.1.3.15
A0A1S8S6B4	1.1.3.15
A0A1S8RU89	1.1.3.15
A0A1S8SAU8	1.1.3.15
A0A1V4IN81	1.1.3.15
A0A240AHF9	1.1.3.15
A0A2X2Y959	1.1.3.15
A0A239ZPU5	1.1.3.15
A0A240AYW4	1.1.3.15
A0A151APF0	1.1.3.15
A0A151APG5	1.1.3.15
A0A166TBE4	1.1.3.15
A0A173W6R9	1.1.3.15
A0A174CF58	1.1.3.15
A0A1S8LFP0	1.1.3.15
A0A0L6Z980	1.1.3.15
A0A0L6Z6D8	1.1.3.15
A0A1V4SM41	1.1.3.15
A0A174ZZA5	1.1.3.15
A0A166S056	1.1.3.15
A0A2T0BGU4	1.1.3.15
A0A2T0BMB6	1.1.3.15
A0A161Y585	1.1.3.15
A0A162QD80	1.1.3.15
A0A162T6A2	1.1.3.15
A0A2X4RVY0	1.1.3.15
A0A2X4RVR0	1.1.3.15
A0A2X4DRG9	1.1.3.15
A0A2X4DSF0	1.1.3.15
A0A2X2V9U4	1.1.3.15
A0A1S8TH47	1.1.3.15
A0A1A6AJ37	1.1.3.15
A0A1S8KX09	1.1.3.15
A0A1S8MYT6	1.1.3.15
M1MT52	1.1.3.15
A0A0U5P4V4	1.1.3.15
A0A0U5NX37	1.1.3.15
A0A0F0C861	1.1.3.15
A0A0F0CCR9	1.1.3.15
A0A0U5PE87	1.1.3.15
A0A1S8TT63	1.1.3.15
A0A0U5JSS4	1.1.3.15
A0A0F0C8R9	1.1.3.15
G7M0E1	1.1.3.15
A0A0U5P358	1.1.3.15
A0A2X3BFQ4	1.1.3.15
A0A174E057	1.1.3.15
A0A151B4W3	1.1.3.15
A0A151B2B9	1.1.3.15
Q896M6	1.1.3.15
A0A2X3AWQ6	1.1.3.15
A0A2X3AZX8	1.1.3.15
A0A2X3B7U6	1.1.3.15
A0A2X3BCU2	1.1.3.15
A0A1V4SMB9	1.1.3.15
A0A2T0AZ09	1.1.3.15
A0A2T0ARZ7	1.1.3.15
A0A173XN47	1.1.3.15
A0A2X2FYC6	1.1.3.15
A0A2T0BFF9	1.1.3.15
G0AHZ1	1.1.3.15
G0AHZ0	1.1.3.15
G0AHZ2	1.1.3.15
A0A174G332	1.1.3.15
D4J7S8	1.1.3.15
D4J5N3	1.1.3.15
A0A174JHS2	1.1.3.15
A0A173QVV1	1.1.3.15
A0A173YWB0	1.1.3.15
X5EDE2	1.1.3.15
A0A0X2NRB5	1.1.3.15
A0A1R4H2M8	1.1.3.15
Q39640	1.1.3.15
Q1LMF7	1.1.3.15
Q1LQ51	1.1.3.15
Q1LJ75	1.1.3.15
Q0K749	1.1.3.15
A0A1K0J1E4	1.1.3.15
G0EVT6	1.1.3.15
G0EVT7	1.1.3.15
Q0KC24	1.1.3.15
Q0K752	1.1.3.15
Q46UI1	1.1.3.15
G0EVT4	1.1.3.15
G0ESW4	1.1.3.15
G0ERK7	1.1.3.15
G0ES38	1.1.3.15
Q0K750	1.1.3.15
B3R6H2	1.1.3.15
B3R6H5	1.1.3.15
C9Y717	1.1.3.15
C9Y9E7	1.1.3.15
C9Y718	1.1.3.15
A0A1Y0N327	1.1.3.15
G4CXE1	1.1.3.15
A0A2K8WQE3	1.1.3.15
A0A2P1M9I7	1.1.3.15
S7WFA4	1.1.3.15
D3PDY4	1.1.3.15
D3PDY5	1.1.3.15
Q1IWN3	1.1.3.15
A0A080NFB1	1.1.3.15
F6AVX6	1.1.3.15
A0A1V5H2F9	1.1.3.15
A0A0T6ADC9	1.1.3.15
F5SJF4	1.1.3.15
F5SJF1	1.1.3.15
F5SJF5	1.1.3.15
F5SJF3	1.1.3.15
A0A1W1HKR5	1.1.3.15
C0QK91	1.1.3.15
C0QCR3	1.1.3.15
C0QKR7	1.1.3.15
C0QJA3	1.1.3.15
K0NHF1	1.1.3.15
A0A0J1FVG5	1.1.3.15
S0FYJ5	1.1.3.15
S0G7W3	1.1.3.15
S0FWI7	1.1.3.15
S0FVM6	1.1.3.15
S0FZZ2	1.1.3.15
F6CI10	1.1.3.15
F6B8U7	1.1.3.15
Q314U5	1.1.3.15
G7Q5T8	1.1.3.15
A0A143BAP0	1.1.3.15
A0A024KJM9	1.1.3.15
A0A085FLP7	1.1.3.15
A0A0K0TUB1	1.1.3.15
Q54E41	1.1.3.15
A0A2H3FMJ4	1.1.3.15
A0A174I9R3	1.1.3.15
A0A173UTZ9	1.1.3.15
A0A174PMH5	1.1.3.15
D8LSB4	1.1.3.15
D8LDI6	1.1.3.15
D7FMI7	1.1.3.15
A0A1E3A8G4	1.1.3.15
A0A1E3A7D7	1.1.3.15
A0A1V5VKA3	1.1.3.15
A0A2S9XRW6	1.1.3.15
A0A2S9XS76	1.1.3.15
A0A157T7I3	1.1.3.15
A0A157WRT5	1.1.3.15
A0A156A822	1.1.3.15
A0A157V574	1.1.3.15
E3G4Z8	1.1.3.15
A0A267REG3	1.1.3.15
A0A0J0IQF0	1.1.3.15
A0A2T3BZ53	1.1.3.15
A0A0C5WDC9	1.1.3.15
E5YJ45	1.1.3.15
A0A2S0VCL8	1.1.3.15
L0M7M1	1.1.3.15
A0A1A7T4K6	1.1.3.15
A0A2X1LSR9	1.1.3.15
A0A0P7Z009	1.1.3.15
A0A2T3RPU7	1.1.3.15
A0A2S6P9Y1	1.1.3.15
W0AYF0	1.1.3.15
A0A1X3JR76	1.1.3.15
B1EGB1	1.1.3.15
P37339	1.1.3.15
A0A2X7WZ73	1.1.3.15
A0A143DZ31	1.1.3.15
A0A0J8VZY6	1.1.3.15
C3SYH2	1.1.3.15
A0A027U7R6	1.1.3.15
E1JCE8	1.1.3.15
A0A026V971	1.1.3.15
F4TJD1	1.1.3.15
A0A080INM6	1.1.3.15
A0A2Y0XCR7	1.1.3.15
A0A163HQB6	1.1.3.15
V6FUS6	1.1.3.15
L3P4A5	1.1.3.15
A0A1X3IIR9	1.1.3.15
A0A2Y0ZPX2	1.1.3.15
A0A0J2BBE2	1.1.3.15
A0A2X7W5C2	1.1.3.15
A0A2X5HJV0	1.1.3.15
A0A2X6LBD3	1.1.3.15
A0A0L6ZXC9	1.1.3.15
I2SNE0	1.1.3.15
E0J5N9	1.1.3.15
W1WV69	1.1.3.15
A0A0E0U267	1.1.3.15
A0A073H8R8	1.1.3.15
A0A192CAJ5	1.1.3.15
A0A073UUG5	1.1.3.15
A0A0A8UI60	1.1.3.15
A0A0F6FB25	1.1.3.15
I2WUP1	1.1.3.15
A0A0L1C2J3	1.1.3.15
A0A2I6JXT3	1.1.3.15
A0A2I5SRX9	1.1.3.15
A0A2I6F2V5	1.1.3.15
A0A1M2U4X2	1.1.3.15
A0A271UE38	1.1.3.15
K4XG77	1.1.3.15
T9S834	1.1.3.15
A0A1X3IWC2	1.1.3.15
D6JE00	1.1.3.15
A0A2G8ZZL9	1.1.3.15
W8SXD6	1.1.3.15
J7Q9M2	1.1.3.15
A0A090JQ48	1.1.3.15
A0A0B1KZU5	1.1.3.15
W1FB99	1.1.3.15
W9AIT9	1.1.3.15
U9Y847	1.1.3.15
A0A029IM56	1.1.3.15
E9YT76	1.1.3.15
A0A028ECX4	1.1.3.15
T6H2K9	1.1.3.15
A0A2X6BNK1	1.1.3.15
A0A0K5MIV8	1.1.3.15
C8UEL8	1.1.3.15
A0A2X9ZHE1	1.1.3.15
A0A2Y0Y9F4	1.1.3.15
A0A2Y0EW81	1.1.3.15
S0YLP1	1.1.3.15
H4UMR9	1.1.3.15
A0A140N9D4	1.1.3.15
A0A1X3JCP4	1.1.3.15
V0ZP67	1.1.3.15
A0A0F6C7Y3	1.1.3.15
T6M4V7	1.1.3.15
S1CR89	1.1.3.15
A0A2Y8KDX9	1.1.3.15
C8U993	1.1.3.15
A0A1Y2XR62	1.1.3.15
F4NHG4	1.1.3.15
G0F3P8	1.1.3.15
A0A0E0V9N1	1.1.3.15
A0A0D8WE46	1.1.3.15
V0X6E1	1.1.3.15
I2RYZ9	1.1.3.15
V0UTT8	1.1.3.15
D7XZF5	1.1.3.15
S1PSB8	1.1.3.15
S0XXZ5	1.1.3.15
A0A1X3LEW4	1.1.3.15
I2R9X6	1.1.3.15
U9ZK98	1.1.3.15
Q1R723	1.1.3.15
D7X825	1.1.3.15
A0A025CWD0	1.1.3.15
A0A2X6DW95	1.1.3.15
A0A2X7Y4X9	1.1.3.15
A0A2X7T9G2	1.1.3.15
A0A2Y8K0P6	1.1.3.15
A0A140RFH0	1.1.3.15
A0A0K4BF87	1.1.3.15
B6I651	1.1.3.15
D7Z9V6	1.1.3.15
L4J3R4	1.1.3.15
F4V6F7	1.1.3.15
A0A0B1BKX2	1.1.3.15
A0A0A1A8N4	1.1.3.15
A0A0A0FIX9	1.1.3.15
V2R7J5	1.1.3.15
B1LPD3	1.1.3.15
B7N6P4	1.1.3.15
E9TB27	1.1.3.15
A0A2D0NUD0	1.1.3.15
U9YE48	1.1.3.15
A0A023Z1F3	1.1.3.15
M9G390	1.1.3.15
S1HCL7	1.1.3.15
W1HA79	1.1.3.15
K4UYH4	1.1.3.15
D7XUN5	1.1.3.15
F4VIN9	1.1.3.15
A0A1X3KYR6	1.1.3.15
A0A2X2XMT3	1.1.3.15
C3SYH5	1.1.3.15
A7ZQ91	1.1.3.15
H4IEN1	1.1.3.15
A0A0X5EQR7	1.1.3.15
I4T3P9	1.1.3.15
V8FE20	1.1.3.15
B7UH79	1.1.3.15
A0A028A533	1.1.3.15
U9ZVC7	1.1.3.15
I0VTU9	1.1.3.15
D8AGJ5	1.1.3.15
A0A2T1LGI3	1.1.3.15
A0A2X7I455	1.1.3.15
A0A0Q3HX61	1.1.3.15
A0A0H2Z1W3	1.1.3.15
I2UF32	1.1.3.15
A0A2X6ZNL3	1.1.3.15
A0A0K3PMF3	1.1.3.15
A0A179Q4S9	1.1.3.15
A0A125WZQ3	1.1.3.15
S1HZF2	1.1.3.15
A0A192CBF8	1.1.3.15
A0A080FVH2	1.1.3.15
A0A0H3EK26	1.1.3.15
A0A024KQQ4	1.1.3.15
A0A0G3K8M6	1.1.3.15
L3Q278	1.1.3.15
A0A2X6DF49	1.1.3.15
J7R7X0	1.1.3.15
F4T3U0	1.1.3.15
A0A1M0CYR4	1.1.3.15
A0A234V5V6	1.1.3.15
A0A222QPD0	1.1.3.15
A0A0E2TGC1	1.1.3.15
I2XAR0	1.1.3.15
A0A1X3LR98	1.1.3.15
A0A029HPC8	1.1.3.15
A0A2T3S5Z0	1.1.3.15
A0A2X5U367	1.1.3.15
A0A2X7SJV4	1.1.3.15
A0A1D3KHJ3	1.1.3.15
A0A1Q6B741	1.1.3.15
A0A193LVU7	1.1.3.15
A0A1M2G9G8	1.1.3.15
A0A244ABR1	1.1.3.15
A0A1Q4PK27	1.1.3.15
E3XK67	1.1.3.15
A0A1Q5ZQN2	1.1.3.15
A0A066T3I8	1.1.3.15
A0A2X5KYY8	1.1.3.15
A0A0D0LS41	1.1.3.15
A0A1X3I1A9	1.1.3.15
F4SNC3	1.1.3.15
A0A2X1KBM5	1.1.3.15
A0A2X6K613	1.1.3.15
A0A1S6TED6	1.1.3.15
A0A0E2L0Q1	1.1.3.15
V0SRL1	1.1.3.15
D6IC93	1.1.3.15
H4KKI8	1.1.3.15
V8KFX9	1.1.3.15
A0A073FRK3	1.1.3.15
A0A1X3K4W7	1.1.3.15
D6HZX5	1.1.3.15
I2WFU7	1.1.3.15
A0A2T3TM81	1.1.3.15
A0A2Y0HI52	1.1.3.15
A0A2X5QP97	1.1.3.15
A0A0K3JFD1	1.1.3.15
A0A2J1CD10	1.1.3.15
A0A2S1VP31	1.1.3.15
L3C3U3	1.1.3.15
S0VN32	1.1.3.15
A0A0K5Z1P8	1.1.3.15
W1FZV6	1.1.3.15
T9A731	1.1.3.15
A0A074HRI2	1.1.3.15
A0A069XGS7	1.1.3.15
A0A070FNN1	1.1.3.15
L4V8U9	1.1.3.15
H4LFP4	1.1.3.15
A0A1Z3V0K8	1.1.3.15
A0A2X3L1Y9	1.1.3.15
A0A2Y8Q6H4	1.1.3.15
A0A2X1NHT5	1.1.3.15
A0A1E5WZ24	1.1.3.15
A0A1C7CNH8	1.1.3.15
A0A271R3H9	1.1.3.15
A0A2A7M5R4	1.1.3.15
A0A2X7T7A7	1.1.3.15
A0A192ES65	1.1.3.15
A0A0K9THB5	1.1.3.15
A0A0H3JJM3	1.1.3.15
D3QPL1	1.1.3.15
A0A070SSH5	1.1.3.15
A0A192CCC7	1.1.3.15
E3PH30	1.1.3.15
A0A0E0XYZ8	1.1.3.15
A0A2X3K5J5	1.1.3.15
A0A2X6T5Y6	1.1.3.15
A0A2X5CTJ6	1.1.3.15
A0A0K4DLS2	1.1.3.15
T9CV12	1.1.3.15
A0A0E1M0K0	1.1.3.15
A0A0F3VBM6	1.1.3.15
A0A0L6Y4N7	1.1.3.15
E1IQ87	1.1.3.15
S1HMM4	1.1.3.15
A0A1X3KGH0	1.1.3.15
A0A2S7SGF6	1.1.3.15
F0JSX3	1.1.3.15
B7LT10	1.1.3.15
A0A2T3BIV2	1.1.3.15
S1M293	1.1.3.15
S0U1R3	1.1.3.15
S1C2P4	1.1.3.15
A0A2T3UAD3	1.1.3.15
S0WG00	1.1.3.15
A0A143XRU8	1.1.3.15
A0A173SH13	1.1.3.15
A0A173TMC2	1.1.3.15
